Zeit,Temperatur Min,Temperatur Max,Temperatur,Luftfeuchtigkeit,Niederschlag,Niederschlagsart,Bedeckung,Sonnenscheindauer,Datum,Kategorie
1960-01-21T23:00Z,0.2,2,1.02,87.71,0,,3.5,0,1960/01/22,Clear
1960-01-22T23:00Z,0.2,2.8,1.02,86.13,0,,2.5,78,1960/01/23,Clear
1960-01-23T23:00Z,0,8,3.68,80.54,0,,4.88,204,1960/01/24,Partially cloudy
1960-01-24T23:00Z,0.1,5.4,2.15,87.83,0,,5.38,48,1960/01/25,Overcast
1960-01-25T23:00Z,0.7,8.6,3.75,90.83,0,,6.75,132,1960/01/26,Partially cloudy
1960-01-26T23:00Z,2.1,5,3.57,86.88,0,,4.5,0,1960/01/27,Overcast
1960-01-27T23:00Z,3,9.3,5.45,80.75,0,,7,42,1960/01/28,Overcast
1960-01-28T23:00Z,1.8,5.9,4.18,72.58,0,,5.88,126,1960/01/29,Partially cloudy
1960-01-29T23:00Z,1.6,7.3,4.93,69,0,,6.63,72,1960/01/30,Overcast
1960-01-30T23:00Z,-1.4,5,-0.42,84.04,0,,8,0,1960/01/31,Overcast
1960-01-31T23:00Z,-2.3,-0.2,-1.36,80.75,0,,7.88,0,1960/02/01,Overcast
1960-02-01T23:00Z,-3.1,-2.1,-2.62,83.88,0,,7,0,1960/02/02,Overcast
1960-02-02T23:00Z,-2.1,3.4,0.02,91.75,0,,4.63,0,1960/02/03,Overcast
1960-02-03T23:00Z,-0.7,0.2,-0.07,88.25,0,,8,0,1960/02/04,Overcast
1960-02-04T23:00Z,-1.3,0.5,-0.49,93.46,0,,8,0,1960/02/05,Overcast
1960-02-05T23:00Z,-4.3,-0.3,-1.71,87.33,0,,7.75,6,1960/02/06,Overcast
1960-02-06T23:00Z,-9.1,-1.6,-6.16,58.42,0,,0.13,510,1960/02/07,Clear
1960-02-07T23:00Z,-10,-1,-5.7,52.21,0,,0.38,498,1960/02/08,Clear
1960-02-08T23:00Z,-6.2,3.9,-1.91,42.92,0,,0.13,552,1960/02/09,Clear
1960-02-09T23:00Z,-9.6,1.6,-3.53,67.96,0,,1.63,468,1960/02/10,Clear
1960-02-10T23:00Z,-4.4,5.7,-0.56,75.88,0,,6.5,60,1960/02/11,Overcast
1960-02-11T23:00Z,-0.5,1.8,0.71,80.79,0,,8,0,1960/02/12,Overcast
1960-02-12T23:00Z,1.2,5.4,2.75,85.58,0,,6.5,222,1960/02/13,Partially cloudy
1960-02-13T23:00Z,0.6,4.7,2.39,77.25,0,,4.25,456,1960/02/14,Partially cloudy
1960-02-14T23:00Z,0.2,4.2,1.81,78.33,0,,6.25,168,1960/02/15,Partially cloudy
1960-02-15T23:00Z,-1.2,3.2,0.63,82.46,0,,4.25,246,1960/02/16,Partially cloudy
1960-02-16T23:00Z,-3.7,1.1,-1.61,86.17,0,,3,156,1960/02/17,Clear
1960-02-17T23:00Z,-6.3,0,-2.85,91.5,0,,5,0,1960/02/18,Overcast
1960-02-18T23:00Z,-0.6,2.5,0.75,87.88,0,,6.5,30,1960/02/19,Overcast
1960-02-19T23:00Z,-0.8,7.4,2.17,84.88,0,,3,228,1960/02/20,Clear
1960-02-20T23:00Z,1.6,6.1,3.73,84.46,0,,5.38,90,1960/02/21,Overcast
1960-02-21T23:00Z,-2.1,3,1.08,91.83,0,,4.88,24,1960/02/22,Overcast
1960-02-22T23:00Z,-2,9.2,1.91,92.88,0,,3.63,0,1960/02/23,Clear
1960-02-23T23:00Z,1,5.5,3.1,75.67,0,,7.13,174,1960/02/24,Partially cloudy
1960-02-24T23:00Z,-0.4,5.6,2.74,89.25,0,,6,150,1960/02/25,Partially cloudy
1960-02-25T23:00Z,3.8,7.8,5.56,94.79,0,,6.88,0,1960/02/26,Overcast
1960-02-26T23:00Z,4.9,12,8.53,85.92,0,,7.75,54,1960/02/27,Overcast
1960-02-27T23:00Z,7.3,15.9,11.01,80.54,0,,5.38,222,1960/02/28,Partially cloudy
1960-02-28T23:00Z,6.6,17.3,11.73,78.88,0,,5.25,186,1960/02/29,Partially cloudy
1960-02-29T23:00Z,6.9,10.9,9.39,83.92,0,,7.13,18,1960/03/01,Overcast
1960-03-01T23:00Z,5,9.1,7,87.04,0,,6.25,0,1960/03/02,Overcast
1960-03-02T23:00Z,6.7,10,7.9,81.21,0,,7.13,240,1960/03/03,Partially cloudy
1960-03-03T23:00Z,5,9.8,7.05,83.67,0,,6.25,0,1960/03/04,Overcast
1960-03-04T23:00Z,3.7,8.5,6.42,81.96,0,,7.63,90,1960/03/05,Overcast
1960-03-05T23:00Z,-0.1,6.2,2.13,73.54,0,,1,558,1960/03/06,Clear
1960-03-06T23:00Z,-3.2,3.6,-0.12,68.38,0,,0.75,558,1960/03/07,Clear
1960-03-07T23:00Z,-3.8,1.9,-1.01,71.5,0,,5.63,102,1960/03/08,Overcast
1960-03-08T23:00Z,-1.6,6.6,2.22,64.54,0,,5.25,282,1960/03/09,Partially cloudy
1960-03-09T23:00Z,1,10.5,4.65,67,0,,5,366,1960/03/10,Partially cloudy
1960-03-10T23:00Z,0.6,8.1,4.27,79.42,0,,6.5,0,1960/03/11,Overcast
1960-03-11T23:00Z,0.8,12,5.91,81.75,0,,2.75,312,1960/03/12,Clear
1960-03-12T23:00Z,0.3,9.5,4.1,88.46,0,,1.13,180,1960/03/13,Clear
1960-03-13T23:00Z,0,12,5.48,80.67,0,,2.75,336,1960/03/14,Clear
1960-03-14T23:00Z,0.3,13.8,7.63,69.17,0,,4.88,312,1960/03/15,Partially cloudy
1960-03-15T23:00Z,2.6,8.6,5.82,82.33,0,,7.88,0,1960/03/16,Overcast
1960-03-16T23:00Z,1.6,11.1,3.07,83.08,0,,8,0,1960/03/17,Overcast
1960-03-17T23:00Z,1.3,5.2,2.76,75.29,0,,8,0,1960/03/18,Overcast
1960-03-18T23:00Z,-0.1,1.8,0.93,77.38,0,,8,0,1960/03/19,Overcast
1960-03-19T23:00Z,0.1,3.7,1.55,83.38,0,,8,0,1960/03/20,Overcast
1960-03-20T23:00Z,1.2,5.8,3.23,81.04,0,,7.63,18,1960/03/21,Overcast
1960-03-21T23:00Z,2.6,8.6,4.41,77.75,0,,5.5,132,1960/03/22,Partially cloudy
1960-03-22T23:00Z,-0.1,14.6,7.03,62.92,0,,0.13,636,1960/03/23,Clear
1960-03-23T23:00Z,0.4,13.5,7.17,57.92,0,,0.75,630,1960/03/24,Clear
1960-03-24T23:00Z,2.7,14.1,8.35,63.29,0,,5.25,114,1960/03/25,Overcast
1960-03-25T23:00Z,6.2,17,10.65,67.21,0,,4.13,192,1960/03/26,Partially cloudy
1960-03-26T23:00Z,3.7,19.1,10.88,65.38,0,,4.13,402,1960/03/27,Partially cloudy
1960-03-27T23:00Z,7.2,19.6,12.7,65.58,0,,2.25,618,1960/03/28,Clear
1960-03-28T23:00Z,6.5,12.6,9.07,81.58,0,,5.13,24,1960/03/29,Overcast
1960-03-29T23:00Z,4.8,11.2,8.17,84.79,0,,6.63,0,1960/03/30,Overcast
1960-03-30T23:00Z,6.2,13.1,8.57,83.17,0,,7.13,96,1960/03/31,Overcast
1960-03-31T23:00Z,3.9,14.2,8.9,62.58,0,,4.25,420,1960/04/01,Partially cloudy
1960-04-01T23:00Z,3.2,16.5,9.8,58.96,0,,0.5,570,1960/04/02,Clear
1960-04-02T23:00Z,2.3,17.9,10.7,51.25,0,,0.63,672,1960/04/03,Clear
1960-04-03T23:00Z,4.6,14,9.82,66.42,0,,3.88,432,1960/04/04,Clear
1960-04-04T23:00Z,3.4,16.6,10.05,67.08,0,,2.63,474,1960/04/05,Clear
1960-04-05T23:00Z,3.4,18.7,11.2,56.38,0,,2,672,1960/04/06,Clear
1960-04-06T23:00Z,4.5,22.5,13.31,51.58,0,,3.25,510,1960/04/07,Clear
1960-04-07T23:00Z,10.4,17.6,14.15,70.42,0,,6.5,42,1960/04/08,Overcast
1960-04-08T23:00Z,8.5,18.7,12.78,78.79,0,,6.38,168,1960/04/09,Partially cloudy
1960-04-09T23:00Z,7.7,16.4,12.12,62.88,0,,4.38,540,1960/04/10,Partially cloudy
1960-04-10T23:00Z,7,12.8,10.25,57.46,0,,6.38,330,1960/04/11,Partially cloudy
1960-04-11T23:00Z,4.6,13.7,9.08,62.29,0,,4.75,480,1960/04/12,Partially cloudy
1960-04-12T23:00Z,4.6,17.8,11.56,53.17,0,,4.13,342,1960/04/13,Partially cloudy
1960-04-13T23:00Z,5.7,13.4,10.77,63.67,0,,5.88,96,1960/04/14,Overcast
1960-04-14T23:00Z,3.6,9.7,6.65,66.33,0,,2.5,408,1960/04/15,Clear
1960-04-15T23:00Z,2.5,11.2,6.51,71.42,0,,4.75,312,1960/04/16,Partially cloudy
1960-04-16T23:00Z,0.5,10.6,6.78,68.08,0,,4.13,270,1960/04/17,Partially cloudy
1960-04-17T23:00Z,7.6,14.8,11.11,64.08,0,,5.88,432,1960/04/18,Partially cloudy
1960-04-18T23:00Z,10.6,21.4,15.62,47.29,0,,3.38,420,1960/04/19,Clear
1960-04-19T23:00Z,8.5,22,15.33,42.46,0,,0.63,732,1960/04/20,Clear
1960-04-20T23:00Z,7.2,22,14.04,50.79,0,,1.88,480,1960/04/21,Clear
1960-04-21T23:00Z,4.5,13.2,9.01,67.08,0,,4.75,390,1960/04/22,Partially cloudy
1960-04-22T23:00Z,6.6,13.8,9.92,58.46,0,,5.25,534,1960/04/23,Partially cloudy
1960-04-23T23:00Z,2.2,8.7,5.28,75.38,0,,5.5,24,1960/04/24,Overcast
1960-04-24T23:00Z,1.8,8,4.26,69.58,0,,5.25,354,1960/04/25,Partially cloudy
1960-04-25T23:00Z,1.3,6.8,3.78,75.54,0,,4.88,246,1960/04/26,Partially cloudy
1960-04-26T23:00Z,-0.7,6.4,2.29,92.17,0,,5.5,60,1960/04/27,Overcast
1960-04-27T23:00Z,1.8,6.9,3.23,87.46,0,,7.13,252,1960/04/28,Partially cloudy
1960-04-28T23:00Z,1.8,9,4.36,83.42,0,,6.88,126,1960/04/29,Partially cloudy
1960-04-29T23:00Z,2.3,10.8,6.28,70.08,0,,4.75,522,1960/04/30,Partially cloudy
1960-04-30T23:00Z,3.8,7.8,5.35,83.33,0,,7.63,66,1960/05/01,Overcast
1960-05-01T23:00Z,1.8,8.5,5.21,62.21,0,,6.13,162,1960/05/02,Partially cloudy
1960-05-02T23:00Z,-1.6,12.8,6.64,61.42,0,,2.63,690,1960/05/03,Clear
1960-05-03T23:00Z,1.1,17.8,10.25,54.08,0,,2.5,804,1960/05/04,Clear
1960-05-04T23:00Z,4.2,19.7,12.55,51.58,0,,0.38,816,1960/05/05,Clear
1960-05-05T23:00Z,5.1,22,14.31,49.38,0,,0.75,786,1960/05/06,Clear
1960-05-06T23:00Z,5.6,22.6,15.05,47.04,0,,1,798,1960/05/07,Clear
1960-05-07T23:00Z,7.3,21.4,15.13,53.83,0,,2.13,630,1960/05/08,Clear
1960-05-08T23:00Z,6.3,19.3,13.83,62.71,0,,1.63,726,1960/05/09,Clear
1960-05-09T23:00Z,8.3,20.2,14.19,65.67,0,,3.75,660,1960/05/10,Clear
1960-05-10T23:00Z,7.4,21.6,15.3,63.71,0,,3.5,606,1960/05/11,Clear
1960-05-11T23:00Z,9.5,23.8,17.32,62.04,0,,3.88,558,1960/05/12,Clear
1960-05-12T23:00Z,12,24.9,17.31,76.63,0,,6.13,378,1960/05/13,Partially cloudy
1960-05-13T23:00Z,13.7,19.9,16.65,83.17,0,,7.5,24,1960/05/14,Overcast
1960-05-14T23:00Z,13.8,22.2,16.82,83.5,0,,6.38,162,1960/05/15,Partially cloudy
1960-05-15T23:00Z,14.3,24,19.24,73.38,0,,5.25,594,1960/05/16,Partially cloudy
1960-05-16T23:00Z,13.6,23.8,18.22,74.71,0,,4.38,612,1960/05/17,Partially cloudy
1960-05-17T23:00Z,12,26.1,18.49,77.58,0,,4,432,1960/05/18,Partially cloudy
1960-05-18T23:00Z,12.4,17.3,14.93,76.88,0,,6,264,1960/05/19,Partially cloudy
1960-05-19T23:00Z,10.4,17.2,13.95,79.58,0,,5.25,294,1960/05/20,Partially cloudy
1960-05-20T23:00Z,10.6,17.7,14.02,77.21,0,,4.63,354,1960/05/21,Partially cloudy
1960-05-21T23:00Z,9.1,15.5,12.67,77.83,0,,5.75,78,1960/05/22,Overcast
1960-05-22T23:00Z,9.9,20.1,14.69,72.33,0,,3.38,576,1960/05/23,Clear
1960-05-23T23:00Z,9.3,19.6,14.41,81.54,0,,6.5,282,1960/05/24,Partially cloudy
1960-05-24T23:00Z,5.6,15.1,10.79,71.67,0,,3.38,576,1960/05/25,Clear
1960-05-25T23:00Z,5.3,18.4,12.42,66.88,0,,4,624,1960/05/26,Partially cloudy
1960-05-26T23:00Z,5.5,19.4,13.34,65.08,0,,3,690,1960/05/27,Clear
1960-05-27T23:00Z,9.7,17.6,13.31,75,0,,5.38,120,1960/05/28,Overcast
1960-05-28T23:00Z,9.1,18.9,14.03,75.25,0,,5.38,264,1960/05/29,Partially cloudy
1960-05-29T23:00Z,10.7,17,12.75,86.54,0,,7.5,54,1960/05/30,Overcast
1960-05-30T23:00Z,10.2,19.6,14.4,71,0,,4.63,612,1960/05/31,Partially cloudy
1960-05-31T23:00Z,8.7,22.9,16.48,70.83,0,,1.5,564,1960/06/01,Clear
1960-06-01T23:00Z,13.4,23.7,18.16,59.88,0,,3.13,606,1960/06/02,Clear
1960-06-02T23:00Z,11.2,24.6,18.72,55.88,0,,0.88,828,1960/06/03,Clear
1960-06-03T23:00Z,12.1,25.8,19.51,55.67,0,,0.63,876,1960/06/04,Clear
1960-06-04T23:00Z,12.5,25.6,17.2,76.79,0,,3.38,504,1960/06/05,Clear
1960-06-05T23:00Z,12.2,26.9,19.18,76.13,0,,2.75,474,1960/06/06,Clear
1960-06-06T23:00Z,13.9,20.9,17.68,78.67,0,,5.75,282,1960/06/07,Partially cloudy
1960-06-07T23:00Z,9.9,24.5,17.99,67.21,0,,2.88,750,1960/06/08,Clear
1960-06-08T23:00Z,15.3,23.8,18.85,72.04,0,,5.13,336,1960/06/09,Partially cloudy
1960-06-09T23:00Z,11.1,18.5,15.16,80.42,0,,5.5,198,1960/06/10,Partially cloudy
1960-06-10T23:00Z,8.4,17.1,13.73,71.75,0,,6.38,222,1960/06/11,Partially cloudy
1960-06-11T23:00Z,13,21.1,17.43,77.46,0,,6.5,30,1960/06/12,Overcast
1960-06-12T23:00Z,15.1,24.6,18.26,78.54,0,,6.88,318,1960/06/13,Partially cloudy
1960-06-13T23:00Z,11.6,17.9,14.83,71.96,0,,7.25,234,1960/06/14,Partially cloudy
1960-06-14T23:00Z,8.3,20.7,14.77,65.79,0,,2.13,834,1960/06/15,Clear
1960-06-15T23:00Z,7.4,22.9,15.51,62.5,0,,2.5,570,1960/06/16,Clear
1960-06-16T23:00Z,11,23.1,17.91,68.13,0,,4.13,438,1960/06/17,Partially cloudy
1960-06-17T23:00Z,13.5,27.5,21,63.83,0,,2.38,870,1960/06/18,Clear
1960-06-18T23:00Z,13.5,26.6,19.69,73.42,0,,4.75,438,1960/06/19,Partially cloudy
1960-06-19T23:00Z,9.4,15.7,13.31,71.83,0,,5.88,84,1960/06/20,Overcast
1960-06-20T23:00Z,11.8,20.8,15.75,64.08,0,,5.25,426,1960/06/21,Partially cloudy
1960-06-21T23:00Z,9.4,24.4,17.82,64.33,0,,1.25,864,1960/06/22,Clear
1960-06-22T23:00Z,11.6,27.9,20.78,60.54,0,,2.25,876,1960/06/23,Clear
1960-06-23T23:00Z,14.1,28.7,22.24,57.29,0,,3.25,744,1960/06/24,Clear
1960-06-24T23:00Z,16.2,28.2,22.54,58.5,0,,3.63,726,1960/06/25,Clear
1960-06-25T23:00Z,18.1,28.7,22.87,61.75,0,,6.13,396,1960/06/26,Partially cloudy
1960-06-26T23:00Z,14.6,27.3,20.58,63.83,0,,3.88,606,1960/06/27,Clear
1960-06-27T23:00Z,10.3,16.8,13.59,71.58,0,,5.38,222,1960/06/28,Partially cloudy
1960-06-28T23:00Z,7.4,15,10.75,70.96,0,,4.25,288,1960/06/29,Partially cloudy
1960-06-29T23:00Z,8.6,15.9,11,71.63,0,,6.5,210,1960/06/30,Partially cloudy
1960-06-30T23:00Z,7.4,14.3,11.29,67.04,0,,6.38,294,1960/07/01,Partially cloudy
1960-07-01T23:00Z,7.4,19.2,13.73,55.29,0,,3.88,696,1960/07/02,Clear
1960-07-02T23:00Z,7.9,14.2,11.89,63.54,0,,5,228,1960/07/03,Partially cloudy
1960-07-03T23:00Z,9.8,20.3,14.48,58.29,0,,4.88,480,1960/07/04,Partially cloudy
1960-07-04T23:00Z,13.2,21.3,15.63,77.58,0,,7.75,72,1960/07/05,Overcast
1960-07-05T23:00Z,13.5,20.3,16.93,72.67,0,,7,216,1960/07/06,Partially cloudy
1960-07-06T23:00Z,12.2,22.7,16.93,65.42,0,,6.5,474,1960/07/07,Partially cloudy
1960-07-07T23:00Z,12,16.4,13.88,83.04,0,,7.13,78,1960/07/08,Overcast
1960-07-08T23:00Z,10.2,18,13.74,76.46,0,,4.5,324,1960/07/09,Partially cloudy
1960-07-09T23:00Z,11.4,20.4,15.83,76.17,0,,6.63,354,1960/07/10,Partially cloudy
1960-07-10T23:00Z,15,22,17.63,78.67,0,,6,312,1960/07/11,Partially cloudy
1960-07-11T23:00Z,12.9,21.2,16.32,75.38,0,,4.63,480,1960/07/12,Partially cloudy
1960-07-12T23:00Z,10.2,21.7,16.29,69.88,0,,3.63,636,1960/07/13,Clear
1960-07-13T23:00Z,10.3,27.1,18.48,67.46,0,,5.25,492,1960/07/14,Partially cloudy
1960-07-14T23:00Z,14.1,22.9,18.04,77.13,0,,6.25,276,1960/07/15,Partially cloudy
1960-07-15T23:00Z,12.1,22.1,16.27,71.04,0,,4.5,600,1960/07/16,Partially cloudy
1960-07-16T23:00Z,8.9,25.6,17.62,67.63,0,,4.25,426,1960/07/17,Partially cloudy
1960-07-17T23:00Z,15.1,22.8,18.78,67.38,0,,5.25,522,1960/07/18,Partially cloudy
1960-07-18T23:00Z,12.6,24.4,17.96,74.67,0,,5.5,336,1960/07/19,Partially cloudy
1960-07-19T23:00Z,13.4,23.2,18.2,67.33,0,,3.63,426,1960/07/20,Clear
1960-07-20T23:00Z,13.1,19.4,15.45,80.92,0,,6.38,264,1960/07/21,Partially cloudy
1960-07-21T23:00Z,11.4,18.1,13.41,85.96,0,,5.5,204,1960/07/22,Partially cloudy
1960-07-22T23:00Z,8.7,14.5,11.33,84.75,0,,6,270,1960/07/23,Partially cloudy
1960-07-23T23:00Z,7.8,18.9,13.17,73.46,0,,4.13,396,1960/07/24,Partially cloudy
1960-07-24T23:00Z,9.5,18.4,14.9,77.88,0,,6,90,1960/07/25,Overcast
1960-07-25T23:00Z,14.6,21.9,18.16,72.46,0,,5.13,558,1960/07/26,Partially cloudy
1960-07-26T23:00Z,12.5,20.8,15.63,79.54,0,,5.88,240,1960/07/27,Partially cloudy
1960-07-27T23:00Z,11.6,20.9,16.07,73.71,0,,5,408,1960/07/28,Partially cloudy
1960-07-28T23:00Z,14.3,24,18.73,79.67,0,,5.5,354,1960/07/29,Partially cloudy
1960-07-29T23:00Z,14.5,29.4,22.13,67.13,0,,3.38,510,1960/07/30,Clear
1960-07-30T23:00Z,16.7,27.4,21.63,72.04,0,,5,486,1960/07/31,Partially cloudy
1960-07-31T23:00Z,13.3,18.2,15.34,92.29,0,,7.88,0,1960/08/01,Overcast
1960-08-01T23:00Z,11.7,17.8,14.03,86.92,0,,6.13,162,1960/08/02,Partially cloudy
1960-08-02T23:00Z,10.6,18.5,14.39,80.38,0,,5.63,348,1960/08/03,Partially cloudy
1960-08-03T23:00Z,10.6,25.2,17.1,65.42,0,,3.13,744,1960/08/04,Clear
1960-08-04T23:00Z,12.7,22,16.51,81.79,0,,7.38,204,1960/08/05,Partially cloudy
1960-08-05T23:00Z,13,20.8,17.08,70.83,0,,5.13,474,1960/08/06,Partially cloudy
1960-08-06T23:00Z,13.2,21.3,17.24,73.63,0,,4.75,438,1960/08/07,Partially cloudy
1960-08-07T23:00Z,13.1,21.2,16.38,79.33,0,,7.25,72,1960/08/08,Overcast
1960-08-08T23:00Z,13.2,20.7,15.83,85.33,0,,5.88,168,1960/08/09,Partially cloudy
1960-08-09T23:00Z,12.3,18.4,15.43,79.29,0,,6.5,120,1960/08/10,Overcast
1960-08-10T23:00Z,11.5,21.9,17.08,76.67,0,,6.13,198,1960/08/11,Partially cloudy
1960-08-11T23:00Z,14.7,19.6,16.87,81.67,0,,7.13,90,1960/08/12,Overcast
1960-08-12T23:00Z,8.7,17.1,13.71,75.38,0,,5.75,228,1960/08/13,Partially cloudy
1960-08-13T23:00Z,5.4,16.4,11.86,83.88,0,,5.38,84,1960/08/14,Overcast
1960-08-14T23:00Z,11.5,18,14.04,81.88,0,,5.38,294,1960/08/15,Partially cloudy
1960-08-15T23:00Z,11.4,20.7,15.16,75.67,0,,4.13,468,1960/08/16,Partially cloudy
1960-08-16T23:00Z,10.1,21.4,16.09,76.08,0,,4.63,408,1960/08/17,Partially cloudy
1960-08-17T23:00Z,15,23.2,18.47,80.21,0,,7,234,1960/08/18,Partially cloudy
1960-08-18T23:00Z,12,17.8,15.53,73.67,0,,5.25,402,1960/08/19,Partially cloudy
1960-08-19T23:00Z,11.1,18.3,15,71.33,0,,4.88,402,1960/08/20,Partially cloudy
1960-08-20T23:00Z,12.2,17.7,15.33,83.96,0,,7.38,12,1960/08/21,Overcast
1960-08-21T23:00Z,12,27.4,18.95,72.29,0,,2.13,648,1960/08/22,Clear
1960-08-22T23:00Z,15.1,26.2,20.86,72.83,0,,4.88,402,1960/08/23,Partially cloudy
1960-08-23T23:00Z,14.4,26.2,20.49,70.83,0,,3.38,582,1960/08/24,Clear
1960-08-24T23:00Z,16.5,29.6,22.45,69.63,0,,3.25,672,1960/08/25,Clear
1960-08-25T23:00Z,16.4,30.2,22.42,71.79,0,,2.25,582,1960/08/26,Clear
1960-08-26T23:00Z,15.7,28.8,21.84,75.83,0,,2.88,534,1960/08/27,Clear
1960-08-27T23:00Z,17.1,21,18.58,86.92,0,,6.63,120,1960/08/28,Overcast
1960-08-28T23:00Z,14.5,20.3,17.45,77.04,0,,5.63,264,1960/08/29,Partially cloudy
1960-08-29T23:00Z,12.8,16.9,14.93,76.42,0,,6.5,354,1960/08/30,Partially cloudy
1960-08-30T23:00Z,12.4,16.1,13.61,85.88,0,,7.75,12,1960/08/31,Overcast
1960-08-31T23:00Z,12.4,18.5,15.43,79.42,0,,6.13,288,1960/09/01,Partially cloudy
1960-09-01T23:00Z,13.1,17.6,14.83,86.17,0,,6.5,102,1960/09/02,Overcast
1960-09-02T23:00Z,12.6,22.3,17.67,73.58,0,,4,432,1960/09/03,Partially cloudy
1960-09-03T23:00Z,12.3,18,16.34,75.71,0,,6.25,54,1960/09/04,Overcast
1960-09-04T23:00Z,10.2,15.6,12.64,82.21,0,,7,12,1960/09/05,Overcast
1960-09-05T23:00Z,8.2,14.3,10.55,82.83,0,,4.75,186,1960/09/06,Partially cloudy
1960-09-06T23:00Z,6.9,15.3,10.74,88.08,0,,6,30,1960/09/07,Overcast
1960-09-07T23:00Z,8.1,18.1,12.66,72.88,0,,2.88,504,1960/09/08,Clear
1960-09-08T23:00Z,4.2,19.6,11.38,70.17,0,,2.5,456,1960/09/09,Clear
1960-09-09T23:00Z,4.6,21,12.36,70.25,0,,1.25,558,1960/09/10,Clear
1960-09-10T23:00Z,5.5,22.4,14.23,67.58,0,,0.5,558,1960/09/11,Clear
1960-09-11T23:00Z,7.7,23.7,15.41,68.71,0,,0.38,588,1960/09/12,Clear
1960-09-12T23:00Z,7.5,24,15.47,72.08,0,,0.25,582,1960/09/13,Clear
1960-09-13T23:00Z,8.8,22,14.79,80.75,0,,1.13,348,1960/09/14,Clear
1960-09-14T23:00Z,9.9,23.9,16.55,73,0,,3.25,246,1960/09/15,Clear
1960-09-15T23:00Z,15.1,23.3,18.58,64.83,0,,5.5,114,1960/09/16,Overcast
1960-09-16T23:00Z,10.4,18,15.2,73.75,0,,5,396,1960/09/17,Partially cloudy
1960-09-17T23:00Z,8,21.6,14.43,82.33,0,,2.38,294,1960/09/18,Clear
1960-09-18T23:00Z,12.7,19.4,15.1,88.88,0,,6.13,126,1960/09/19,Partially cloudy
1960-09-19T23:00Z,8.7,16.9,12.93,83.67,0,,6.75,150,1960/09/20,Partially cloudy
1960-09-20T23:00Z,5.9,13,9.62,81.71,0,,5.13,48,1960/09/21,Overcast
1960-09-21T23:00Z,9,14,11.53,80.33,0,,7.13,0,1960/09/22,Overcast
1960-09-22T23:00Z,6.9,18.2,12.72,80.42,0,,3.5,312,1960/09/23,Clear
1960-09-23T23:00Z,11.2,18.6,14.37,81.25,0,,6.5,78,1960/09/24,Overcast
1960-09-24T23:00Z,7,16.6,11.49,86.17,0,,1.13,384,1960/09/25,Clear
1960-09-25T23:00Z,5.8,15.1,10.43,75.54,0,,3.25,312,1960/09/26,Clear
1960-09-26T23:00Z,1.7,15.7,7.64,75.71,0,,1.38,354,1960/09/27,Clear
1960-09-27T23:00Z,0.8,13.6,6.93,75.63,0,,1.38,354,1960/09/28,Clear
1960-09-28T23:00Z,0.4,13.8,6.81,79,0,,1.75,366,1960/09/29,Clear
1960-09-29T23:00Z,0.4,15.4,8.42,75.83,0,,3.75,264,1960/09/30,Clear
1960-09-30T23:00Z,9.7,17.6,12.68,82.21,0,,6,180,1960/10/01,Partially cloudy
1960-10-01T23:00Z,5.1,20.6,12,74.63,0,,0.38,456,1960/10/02,Clear
1960-10-02T23:00Z,9.2,17.5,12.95,80.71,0,,6.38,84,1960/10/03,Overcast
1960-10-03T23:00Z,8.4,23.5,15.02,74.92,0,,6,336,1960/10/04,Partially cloudy
1960-10-04T23:00Z,9.9,20.9,14.63,75.46,0,,2.88,486,1960/10/05,Clear
1960-10-05T23:00Z,10.2,17.4,13.15,85.17,0,,6.63,144,1960/10/06,Partially cloudy
1960-10-06T23:00Z,10.4,12.4,11.49,94.75,0,,8,0,1960/10/07,Overcast
1960-10-07T23:00Z,10.1,15.3,11.9,85.67,0,,5.75,162,1960/10/08,Partially cloudy
1960-10-08T23:00Z,8.1,12,10.09,86.04,0,,7.13,0,1960/10/09,Overcast
1960-10-09T23:00Z,8.4,11.9,10.22,83.46,0,,7.75,42,1960/10/10,Overcast
1960-10-10T23:00Z,7,10.7,9.13,89.96,0,,7.5,0,1960/10/11,Overcast
1960-10-11T23:00Z,4,7.1,5.46,89.67,0,,6.38,96,1960/10/12,Overcast
1960-10-12T23:00Z,5.6,8.6,6.83,77.54,0,,7.75,66,1960/10/13,Overcast
1960-10-13T23:00Z,2.1,10.4,6.27,73.33,0,,3.75,432,1960/10/14,Clear
1960-10-14T23:00Z,0.1,9.2,4.67,81.21,0,,6.38,0,1960/10/15,Overcast
1960-10-15T23:00Z,4.1,6.3,5.08,94.46,0,,8,0,1960/10/16,Overcast
1960-10-16T23:00Z,5.1,6.7,6.12,88.21,0,,8,0,1960/10/17,Overcast
1960-10-17T23:00Z,5,9.3,6.67,86.08,0,,7.38,162,1960/10/18,Partially cloudy
1960-10-18T23:00Z,5.1,13,7.95,80.88,0,,6.63,138,1960/10/19,Partially cloudy
1960-10-19T23:00Z,1.6,11.6,6.78,85.67,0,,5.25,60,1960/10/20,Overcast
1960-10-20T23:00Z,6.6,11.7,8.94,82.46,0,,6.13,36,1960/10/21,Overcast
1960-10-21T23:00Z,4,11.3,8.28,83.38,0,,5.75,6,1960/10/22,Overcast
1960-10-22T23:00Z,8.8,11.7,10.08,87.33,0,,7,0,1960/10/23,Overcast
